0.00.031.472 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.032.057 W srv  llama_server: -----------------
0.00.032.058 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.032.059 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.032.059 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.032.059 W srv  llama_server: -----------------
0.00.033.408 I srv    load_model: loading model '/mnt/nas/Models/Bonsai/Ternary-Bonsai-27B-Q2_g64.gguf'
VMEAN tap: graph add armed, 16 live layers (pdim 6144)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ decode: context-adaptive V alpha enabled
3.22.547.418 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
3.22.547.583 W no implementations specified for speculative decoding
3.22.547.589 W no implementations specified for speculative decoding
3.22.547.589 W no implementations specified for speculative decoding
3.22.547.589 W no implementations specified for speculative decoding
3.22.564.287 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
3.22.564.414 I srv  llama_server: model loaded
3.22.564.433 I srv  llama_server: listening on http://127.0.0.1:8080
3.27.060.319 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
5.07.462.667 I slot print_timing: id  1 | task 4526 | n_decoded =    302, tg =  50.07 t/s, tg_3s =  50.37 t/s
5.10.482.480 I slot print_timing: id  1 | task 4526 | n_decoded =    454, tg =  50.16 t/s, tg_3s =  50.33 t/s
5.13.492.896 I slot print_timing: id  1 | task 4526 | n_decoded =    599, tg =  49.66 t/s, tg_3s =  48.17 t/s
5.16.501.636 I slot print_timing: id  1 | task 4526 | n_decoded =    750, tg =  49.77 t/s, tg_3s =  50.19 t/s
5.17.636.966 I slot print_timing: id  1 | task 4526 | prompt eval time =     165.35 ms /    62 tokens (    2.67 ms per token,   374.95 tokens per second)
5.17.636.969 I slot print_timing: id  1 | task 4526 |        eval time =   16205.82 ms /   807 tokens (   20.08 ms per token,    49.80 tokens per second)
5.17.636.970 I slot print_timing: id  1 | task 4526 |       total time =   16371.17 ms /   869 tokens
5.17.636.971 I slot print_timing: id  1 | task 4526 |    graphs reused =       5292
5.17.636.988 I slot      release: id  1 | task 4526 | stop processing: n_tokens = 868, truncated = 0
5.17.651.459 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1213549934324 (best rejected sim = 0.042)
5.17.651.507 I slot launch_slot_: id  2 | task 5335 | processing task, is_child = 0
5.17.942.865 W slot   operator(): id  2 | task 5335 | created context checkpoint 1 of 32 (pos_min = 67, pos_max = 67, n_tokens = 68, size = 149.626 MiB)
5.20.988.367 I slot print_timing: id  2 | task 5335 | n_decoded =    153, tg =  50.73 t/s, tg_3s =  50.73 t/s
5.23.989.161 I slot print_timing: id  2 | task 5335 | n_decoded =    304, tg =  50.52 t/s, tg_3s =  50.32 t/s
5.26.991.093 I slot print_timing: id  2 | task 5335 | n_decoded =    455, tg =  50.45 t/s, tg_3s =  50.30 t/s
5.30.010.697 I slot print_timing: id  2 | task 5335 | n_decoded =    607, tg =  50.42 t/s, tg_3s =  50.34 t/s
5.33.014.131 I slot print_timing: id  2 | task 5335 | n_decoded =    757, tg =  50.33 t/s, tg_3s =  49.94 t/s
5.36.030.438 I slot print_timing: id  2 | task 5335 | n_decoded =    908, tg =  50.28 t/s, tg_3s =  50.06 t/s
5.39.033.644 I slot print_timing: id  2 | task 5335 | n_decoded =   1058, tg =  50.23 t/s, tg_3s =  49.95 t/s
5.41.886.496 I slot print_timing: id  2 | task 5335 | prompt eval time =     144.94 ms /    72 tokens (    2.01 ms per token,   496.76 tokens per second)
5.41.886.500 I slot print_timing: id  2 | task 5335 |        eval time =   23914.25 ms /  1201 tokens (   19.91 ms per token,    50.22 tokens per second)
5.41.886.500 I slot print_timing: id  2 | task 5335 |       total time =   24059.19 ms /  1273 tokens
5.41.886.501 I slot print_timing: id  2 | task 5335 |    graphs reused =       6487
5.41.886.518 I slot      release: id  2 | task 5335 | stop processing: n_tokens = 1272, truncated = 0
5.41.898.360 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 1213571659460 (best rejected sim = 0.062)
5.41.898.402 I slot launch_slot_: id  3 | task 6538 | processing task, is_child = 0
5.42.729.076 W slot   operator(): id  3 | task 6538 | created context checkpoint 1 of 32 (pos_min = 43, pos_max = 43, n_tokens = 44, size = 149.626 MiB)
5.45.758.989 I slot print_timing: id  3 | task 6538 | n_decoded =    152, tg =  50.66 t/s, tg_3s =  50.66 t/s
5.48.776.375 I slot print_timing: id  3 | task 6538 | n_decoded =    304, tg =  50.52 t/s, tg_3s =  50.37 t/s
5.51.787.494 I slot print_timing: id  3 | task 6538 | n_decoded =    456, tg =  50.51 t/s, tg_3s =  50.48 t/s
5.54.792.673 I slot print_timing: id  3 | task 6538 | n_decoded =    607, tg =  50.44 t/s, tg_3s =  50.25 t/s
5.57.800.804 I slot print_timing: id  3 | task 6538 | n_decoded =    758, tg =  50.39 t/s, tg_3s =  50.20 t/s
6.00.810.849 I slot print_timing: id  3 | task 6538 | n_decoded =    909, tg =  50.35 t/s, tg_3s =  50.17 t/s
6.03.811.428 I slot print_timing: id  3 | task 6538 | n_decoded =   1058, tg =  50.26 t/s, tg_3s =  49.66 t/s
6.06.826.478 I slot print_timing: id  3 | task 6538 | n_decoded =   1209, tg =  50.23 t/s, tg_3s =  50.08 t/s
6.07.045.693 I slot print_timing: id  3 | task 6538 | prompt eval time =     667.43 ms /    48 tokens (   13.90 ms per token,    71.92 tokens per second)
6.07.045.696 I slot print_timing: id  3 | task 6538 |        eval time =   24286.88 ms /  1220 tokens (   19.91 ms per token,    50.23 tokens per second)
6.07.045.697 I slot print_timing: id  3 | task 6538 |       total time =   24954.30 ms /  1268 tokens
6.07.045.698 I slot print_timing: id  3 | task 6538 |    graphs reused =       7701
6.07.045.713 I slot      release: id  3 | task 6538 | stop processing: n_tokens = 1267, truncated = 0
6.07.058.557 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1213593834393 (best rejected sim = 0.045)
6.07.058.596 I slot launch_slot_: id  0 | task 7760 | processing task, is_child = 0
6.07.353.355 W slot   operator(): id  0 | task 7760 | created context checkpoint 1 of 32 (pos_min = 62, pos_max = 62, n_tokens = 63, size = 149.626 MiB)
6.10.402.070 I slot print_timing: id  0 | task 7760 | n_decoded =    153, tg =  50.68 t/s, tg_3s =  50.68 t/s
6.13.411.542 I slot print_timing: id  0 | task 7760 | n_decoded =    304, tg =  50.43 t/s, tg_3s =  50.17 t/s
6.16.412.960 I slot print_timing: id  0 | task 7760 | n_decoded =    455, tg =  50.39 t/s, tg_3s =  50.31 t/s
6.19.431.651 I slot print_timing: id  0 | task 7760 | n_decoded =    607, tg =  50.38 t/s, tg_3s =  50.35 t/s
6.22.443.095 I slot print_timing: id  0 | task 7760 | n_decoded =    758, tg =  50.33 t/s, tg_3s =  50.14 t/s
6.25.450.145 I slot print_timing: id  0 | task 7760 | n_decoded =    909, tg =  50.31 t/s, tg_3s =  50.22 t/s
6.28.452.599 I slot print_timing: id  0 | task 7760 | n_decoded =   1059, tg =  50.26 t/s, tg_3s =  49.96 t/s
6.31.462.951 I slot print_timing: id  0 | task 7760 | n_decoded =   1210, tg =  50.25 t/s, tg_3s =  50.16 t/s
6.34.064.629 I slot print_timing: id  0 | task 7760 | prompt eval time =     126.45 ms /    67 tokens (    1.89 ms per token,   529.84 tokens per second)
6.34.064.632 I slot print_timing: id  0 | task 7760 |        eval time =   26681.80 ms /  1340 tokens (   19.91 ms per token,    50.22 tokens per second)
6.34.064.633 I slot print_timing: id  0 | task 7760 |       total time =   26808.25 ms /  1407 tokens
6.34.064.633 I slot print_timing: id  0 | task 7760 |    graphs reused =       9034
6.34.064.651 I slot      release: id  0 | task 7760 | stop processing: n_tokens = 1406, truncated = 0
6.34.078.426 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1213610420652 (best rejected sim = 0.046)
6.34.078.465 I slot launch_slot_: id  1 | task 9102 | processing task, is_child = 0
6.34.378.228 W slot   operator(): id  1 | task 9102 | created context checkpoint 1 of 32 (pos_min = 60, pos_max = 60, n_tokens = 61, size = 149.626 MiB)
6.37.420.095 I slot print_timing: id  1 | task 9102 | n_decoded =    152, tg =  50.46 t/s, tg_3s =  50.46 t/s
6.40.420.911 I slot print_timing: id  1 | task 9102 | n_decoded =    303, tg =  50.39 t/s, tg_3s =  50.32 t/s
6.43.439.228 I slot print_timing: id  1 | task 9102 | n_decoded =    455, tg =  50.38 t/s, tg_3s =  50.36 t/s
6.46.456.210 I slot print_timing: id  1 | task 9102 | n_decoded =    607, tg =  50.38 t/s, tg_3s =  50.38 t/s
6.49.465.950 I slot print_timing: id  1 | task 9102 | n_decoded =    758, tg =  50.34 t/s, tg_3s =  50.17 t/s
6.52.475.711 I slot print_timing: id  1 | task 9102 | n_decoded =    909, tg =  50.31 t/s, tg_3s =  50.17 t/s
6.55.494.152 I slot print_timing: id  1 | task 9102 | n_decoded =   1060, tg =  50.27 t/s, tg_3s =  50.03 t/s
6.58.503.857 I slot print_timing: id  1 | task 9102 | n_decoded =   1211, tg =  50.26 t/s, tg_3s =  50.17 t/s
7.01.511.144 I slot print_timing: id  1 | task 9102 | n_decoded =   1361, tg =  50.21 t/s, tg_3s =  49.88 t/s
7.04.514.352 I slot print_timing: id  1 | task 9102 | n_decoded =   1511, tg =  50.19 t/s, tg_3s =  49.95 t/s
7.07.530.077 I slot print_timing: id  1 | task 9102 | n_decoded =   1662, tg =  50.18 t/s, tg_3s =  50.07 t/s
7.10.540.501 I slot print_timing: id  1 | task 9102 | n_decoded =   1812, tg =  50.15 t/s, tg_3s =  49.83 t/s
7.13.545.106 I slot print_timing: id  1 | task 9102 | n_decoded =   1962, tg =  50.13 t/s, tg_3s =  49.92 t/s
7.15.898.273 I slot print_timing: id  1 | task 9102 | prompt eval time =     126.54 ms /    65 tokens (    1.95 ms per token,   513.68 tokens per second)
7.15.898.276 I slot print_timing: id  1 | task 9102 |        eval time =   41490.69 ms /  2079 tokens (   19.96 ms per token,    50.11 tokens per second)
7.15.898.277 I slot print_timing: id  1 | task 9102 |       total time =   41617.23 ms /  2144 tokens
7.15.898.278 I slot print_timing: id  1 | task 9102 |    graphs reused =      11103
7.15.898.316 I slot      release: id  1 | task 9102 | stop processing: n_tokens = 2143, truncated = 0
7.15.910.210 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1213634670182 (best rejected sim = 0.064)
7.15.910.267 I slot launch_slot_: id  2 | task 11183 | processing task, is_child = 0
7.16.241.773 W slot   operator(): id  2 | task 11183 | created context checkpoint 1 of 32 (pos_min = 42, pos_max = 42, n_tokens = 43, size = 149.626 MiB)
7.19.276.877 I slot print_timing: id  2 | task 11183 | n_decoded =    152, tg =  50.57 t/s, tg_3s =  50.57 t/s
7.22.278.364 I slot print_timing: id  2 | task 11183 | n_decoded =    297, tg =  49.44 t/s, tg_3s =  48.31 t/s
7.25.296.914 I slot print_timing: id  2 | task 11183 | n_decoded =    429, tg =  47.53 t/s, tg_3s =  43.73 t/s
7.28.313.585 I slot print_timing: id  2 | task 11183 | n_decoded =    579, tg =  48.08 t/s, tg_3s =  49.72 t/s
7.31.323.496 I slot print_timing: id  2 | task 11183 | n_decoded =    730, tg =  48.50 t/s, tg_3s =  50.17 t/s
7.34.332.801 I slot print_timing: id  2 | task 11183 | n_decoded =    881, tg =  48.78 t/s, tg_3s =  50.18 t/s
7.37.335.699 I slot print_timing: id  2 | task 11183 | n_decoded =   1031, tg =  48.95 t/s, tg_3s =  49.95 t/s
7.40.341.789 I slot print_timing: id  2 | task 11183 | n_decoded =   1171, tg =  48.65 t/s, tg_3s =  46.57 t/s
7.43.352.011 I slot print_timing: id  2 | task 11183 | n_decoded =   1320, tg =  48.74 t/s, tg_3s =  49.50 t/s
7.44.777.824 I slot print_timing: id  2 | task 11183 | prompt eval time =     116.94 ms /    47 tokens (    2.49 ms per token,   401.93 tokens per second)
7.44.777.828 I slot print_timing: id  2 | task 11183 |        eval time =   28506.50 ms /  1382 tokens (   20.63 ms per token,    48.48 tokens per second)
7.44.777.828 I slot print_timing: id  2 | task 11183 |       total time =   28623.43 ms /  1429 tokens
7.44.777.830 I slot print_timing: id  2 | task 11183 |    graphs reused =      12478
7.44.784.684 I slot      release: id  2 | task 11183 | stop processing: n_tokens = 1428, truncated = 0
7.44.802.604 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.185 (> 0.100 thold), f_keep = 0.004
7.44.996.683 I slot launch_slot_: id  2 | task 12567 | processing task, is_child = 0
7.45.627.901 W slot   operator(): id  2 | task 12567 | created context checkpoint 1 of 32 (pos_min = 22, pos_max = 22, n_tokens = 23, size = 149.626 MiB)
7.48.659.953 I slot print_timing: id  2 | task 12567 | n_decoded =    146, tg =  48.63 t/s, tg_3s =  48.63 t/s
7.50.344.776 I slot print_timing: id  2 | task 12567 | prompt eval time =     654.87 ms /    27 tokens (   24.25 ms per token,    41.23 tokens per second)
7.50.344.779 I slot print_timing: id  2 | task 12567 |        eval time =    4687.30 ms /   231 tokens (   20.29 ms per token,    49.28 tokens per second)
7.50.344.780 I slot print_timing: id  2 | task 12567 |       total time =    5342.17 ms /   258 tokens
7.50.344.780 I slot print_timing: id  2 | task 12567 |    graphs reused =      12706
7.50.344.825 I slot      release: id  2 | task 12567 | stop processing: n_tokens = 257, truncated = 0
7.50.385.219 I srv    operator(): operator(): cleaning up before exit...
