0.00.043.097 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.043.957 W srv  llama_server: -----------------
0.00.043.959 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.043.959 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.043.959 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.043.959 W srv  llama_server: -----------------
0.00.045.404 I srv    load_model: loading model '/home/mark/Downloads/Qwen3.8-27B-AD-IQ2_S.gguf'
VMEAN tap: no live V layers — add disabled
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
0.05.493.274 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.493.299 W no implementations specified for speculative decoding
0.05.493.303 W no implementations specified for speculative decoding
0.05.493.303 W no implementations specified for speculative decoding
0.05.493.304 W no implementations specified for speculative decoding
0.05.509.153 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.05.509.188 I srv  llama_server: model loaded
0.05.509.192 I srv  llama_server: listening on http://127.0.0.1:8080
0.08.981.678 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
2.57.238.638 I slot print_timing: id  0 | task 3129 | n_decoded =   1548, tg =  28.23 t/s, tg_3s =  28.09 t/s
3.00.239.401 I slot print_timing: id  0 | task 3129 | n_decoded =   1632, tg =  28.22 t/s, tg_3s =  27.99 t/s
3.03.241.832 I slot print_timing: id  0 | task 3129 | n_decoded =   1709, tg =  28.09 t/s, tg_3s =  25.65 t/s
3.06.268.203 I slot print_timing: id  0 | task 3129 | n_decoded =   1792, tg =  28.06 t/s, tg_3s =  27.43 t/s
3.09.294.007 I slot print_timing: id  0 | task 3129 | n_decoded =   1877, tg =  28.06 t/s, tg_3s =  28.09 t/s
3.12.326.531 I slot print_timing: id  0 | task 3129 | n_decoded =   1959, tg =  28.02 t/s, tg_3s =  27.04 t/s
3.15.343.917 I slot print_timing: id  0 | task 3129 | n_decoded =   2044, tg =  28.02 t/s, tg_3s =  28.17 t/s
3.18.373.286 I slot print_timing: id  0 | task 3129 | n_decoded =   2129, tg =  28.02 t/s, tg_3s =  28.06 t/s
3.21.379.293 I slot print_timing: id  0 | task 3129 | n_decoded =   2213, tg =  28.02 t/s, tg_3s =  27.94 t/s
3.24.406.970 I slot print_timing: id  0 | task 3129 | n_decoded =   2298, tg =  28.02 t/s, tg_3s =  28.07 t/s
3.27.433.425 I slot print_timing: id  0 | task 3129 | n_decoded =   2383, tg =  28.03 t/s, tg_3s =  28.09 t/s
3.30.442.886 I slot print_timing: id  0 | task 3129 | n_decoded =   2467, tg =  28.02 t/s, tg_3s =  27.91 t/s
3.33.466.578 I slot print_timing: id  0 | task 3129 | n_decoded =   2552, tg =  28.03 t/s, tg_3s =  28.11 t/s
3.36.487.025 I slot print_timing: id  0 | task 3129 | n_decoded =   2637, tg =  28.03 t/s, tg_3s =  28.14 t/s
3.39.495.597 I slot print_timing: id  0 | task 3129 | n_decoded =   2721, tg =  28.03 t/s, tg_3s =  27.92 t/s
3.42.496.610 I slot print_timing: id  0 | task 3129 | n_decoded =   2805, tg =  28.02 t/s, tg_3s =  27.99 t/s
3.45.522.472 I slot print_timing: id  0 | task 3129 | n_decoded =   2890, tg =  28.03 t/s, tg_3s =  28.09 t/s
3.48.527.883 I slot print_timing: id  0 | task 3129 | n_decoded =   2974, tg =  28.02 t/s, tg_3s =  27.95 t/s
3.51.539.524 I slot print_timing: id  0 | task 3129 | n_decoded =   3058, tg =  28.02 t/s, tg_3s =  27.89 t/s
3.52.037.733 I slot print_timing: id  0 | task 3129 | prompt eval time =     271.25 ms /    58 tokens (    4.68 ms per token,   213.82 tokens per second)
3.52.037.737 I slot print_timing: id  0 | task 3129 |        eval time =  109632.38 ms /  3072 tokens (   35.69 ms per token,    28.02 tokens per second)
3.52.037.737 I slot print_timing: id  0 | task 3129 |       total time =  109903.63 ms /  3130 tokens
3.52.037.738 I slot print_timing: id  0 | task 3129 |    graphs reused =       6167
3.52.038.400 I slot      release: id  0 | task 3129 | stop processing: n_tokens = 3171, truncated = 0
3.52.060.203 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.464 (> 0.100 thold), f_keep = 0.014
3.52.502.852 I slot launch_slot_: id  0 | task 6203 | processing task, is_child = 0
3.52.510.712 W slot   operator(): id  0 | task 6203 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
3.52.600.212 W slot   operator(): id  0 | task 6203 | created context checkpoint 4 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
3.52.743.536 W slot   operator(): id  0 | task 6203 | created context checkpoint 5 of 32 (pos_min = 92, pos_max = 92, n_tokens = 93, size = 149.626 MiB)
3.56.283.423 I slot print_timing: id  0 | task 6203 | n_decoded =    100, tg =  28.70 t/s, tg_3s =  28.70 t/s
3.59.292.754 I slot print_timing: id  0 | task 6203 | n_decoded =    185, tg =  28.49 t/s, tg_3s =  28.25 t/s
4.02.295.381 I slot print_timing: id  0 | task 6203 | n_decoded =    270, tg =  28.43 t/s, tg_3s =  28.31 t/s
4.05.328.342 I slot print_timing: id  0 | task 6203 | n_decoded =    356, tg =  28.41 t/s, tg_3s =  28.36 t/s
4.08.345.450 I slot print_timing: id  0 | task 6203 | n_decoded =    441, tg =  28.37 t/s, tg_3s =  28.17 t/s
4.11.366.230 I slot print_timing: id  0 | task 6203 | n_decoded =    526, tg =  28.33 t/s, tg_3s =  28.14 t/s
4.14.368.740 I slot print_timing: id  0 | task 6203 | n_decoded =    611, tg =  28.33 t/s, tg_3s =  28.31 t/s
4.17.383.101 I slot print_timing: id  0 | task 6203 | n_decoded =    696, tg =  28.31 t/s, tg_3s =  28.20 t/s
4.20.416.414 I slot print_timing: id  0 | task 6203 | n_decoded =    781, tg =  28.28 t/s, tg_3s =  28.02 t/s
4.23.433.276 I slot print_timing: id  0 | task 6203 | n_decoded =    866, tg =  28.27 t/s, tg_3s =  28.17 t/s
4.26.464.620 I slot print_timing: id  0 | task 6203 | n_decoded =    948, tg =  28.16 t/s, tg_3s =  27.05 t/s
4.29.497.002 I slot print_timing: id  0 | task 6203 | n_decoded =   1027, tg =  27.98 t/s, tg_3s =  26.05 t/s
4.32.498.192 I slot print_timing: id  0 | task 6203 | n_decoded =   1111, tg =  27.99 t/s, tg_3s =  27.99 t/s
4.35.518.999 I slot print_timing: id  0 | task 6203 | n_decoded =   1196, tg =  28.00 t/s, tg_3s =  28.14 t/s
4.38.547.031 I slot print_timing: id  0 | task 6203 | n_decoded =   1281, tg =  28.00 t/s, tg_3s =  28.07 t/s
4.41.552.849 I slot print_timing: id  0 | task 6203 | n_decoded =   1365, tg =  28.00 t/s, tg_3s =  27.95 t/s
4.44.570.477 I slot print_timing: id  0 | task 6203 | n_decoded =   1446, tg =  27.93 t/s, tg_3s =  26.84 t/s
4.47.583.131 I slot print_timing: id  0 | task 6203 | n_decoded =   1525, tg =  27.84 t/s, tg_3s =  26.22 t/s
4.50.609.090 I slot print_timing: id  0 | task 6203 | n_decoded =   1604, tg =  27.75 t/s, tg_3s =  26.11 t/s
4.53.623.490 I slot print_timing: id  0 | task 6203 | n_decoded =   1687, tg =  27.74 t/s, tg_3s =  27.53 t/s
4.56.627.713 I slot print_timing: id  0 | task 6203 | n_decoded =   1770, tg =  27.73 t/s, tg_3s =  27.63 t/s
4.59.628.958 I slot print_timing: id  0 | task 6203 | n_decoded =   1854, tg =  27.74 t/s, tg_3s =  27.99 t/s
5.02.652.173 I slot print_timing: id  0 | task 6203 | n_decoded =   1939, tg =  27.76 t/s, tg_3s =  28.12 t/s
5.05.678.641 I slot print_timing: id  0 | task 6203 | n_decoded =   2024, tg =  27.77 t/s, tg_3s =  28.09 t/s
5.08.708.733 I slot print_timing: id  0 | task 6203 | n_decoded =   2109, tg =  27.78 t/s, tg_3s =  28.05 t/s
5.11.711.624 I slot print_timing: id  0 | task 6203 | n_decoded =   2193, tg =  27.79 t/s, tg_3s =  27.97 t/s
5.14.740.729 I slot print_timing: id  0 | task 6203 | n_decoded =   2278, tg =  27.80 t/s, tg_3s =  28.06 t/s
5.17.768.839 I slot print_timing: id  0 | task 6203 | n_decoded =   2363, tg =  27.81 t/s, tg_3s =  28.07 t/s
5.20.770.446 I slot print_timing: id  0 | task 6203 | n_decoded =   2447, tg =  27.82 t/s, tg_3s =  27.99 t/s
5.23.772.951 I slot print_timing: id  0 | task 6203 | n_decoded =   2531, tg =  27.82 t/s, tg_3s =  27.98 t/s
5.26.799.382 I slot print_timing: id  0 | task 6203 | n_decoded =   2616, tg =  27.83 t/s, tg_3s =  28.09 t/s
5.29.827.976 I slot print_timing: id  0 | task 6203 | n_decoded =   2701, tg =  27.84 t/s, tg_3s =  28.07 t/s
5.32.831.764 I slot print_timing: id  0 | task 6203 | n_decoded =   2785, tg =  27.84 t/s, tg_3s =  27.96 t/s
5.35.857.902 I slot print_timing: id  0 | task 6203 | n_decoded =   2870, tg =  27.85 t/s, tg_3s =  28.09 t/s
5.38.889.326 I slot print_timing: id  0 | task 6203 | n_decoded =   2955, tg =  27.85 t/s, tg_3s =  28.04 t/s
5.41.895.739 I slot print_timing: id  0 | task 6203 | n_decoded =   3039, tg =  27.86 t/s, tg_3s =  27.94 t/s
5.43.074.618 I slot print_timing: id  0 | task 6203 | prompt eval time =     295.62 ms /    55 tokens (    5.37 ms per token,   186.05 tokens per second)
5.43.074.623 I slot print_timing: id  0 | task 6203 |        eval time =  110274.12 ms /  3072 tokens (   35.90 ms per token,    27.86 tokens per second)
5.43.074.624 I slot print_timing: id  0 | task 6203 |       total time =  110569.74 ms /  3127 tokens
5.43.074.625 I slot print_timing: id  0 | task 6203 |    graphs reused =       9225
5.43.075.243 I slot      release: id  0 | task 6203 | stop processing: n_tokens = 3168, truncated = 0
5.43.095.768 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.425 (> 0.100 thold), f_keep = 0.014
5.43.690.841 I slot launch_slot_: id  0 | task 9277 | processing task, is_child = 0
5.43.821.029 W slot   operator(): id  0 | task 9277 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
5.43.915.755 W slot   operator(): id  0 | task 9277 | created context checkpoint 2 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
5.44.060.556 W slot   operator(): id  0 | task 9277 | created context checkpoint 3 of 32 (pos_min = 101, pos_max = 101, n_tokens = 102, size = 149.626 MiB)
5.47.595.893 I slot print_timing: id  0 | task 9277 | n_decoded =    100, tg =  28.67 t/s, tg_3s =  28.67 t/s
5.50.614.731 I slot print_timing: id  0 | task 9277 | n_decoded =    185, tg =  28.43 t/s, tg_3s =  28.16 t/s
5.53.625.179 I slot print_timing: id  0 | task 9277 | n_decoded =    270, tg =  28.37 t/s, tg_3s =  28.24 t/s
5.56.625.318 I slot print_timing: id  0 | task 9277 | n_decoded =    355, tg =  28.36 t/s, tg_3s =  28.33 t/s
5.59.643.139 I slot print_timing: id  0 | task 9277 | n_decoded =    440, tg =  28.32 t/s, tg_3s =  28.17 t/s
6.02.664.951 I slot print_timing: id  0 | task 9277 | n_decoded =    525, tg =  28.29 t/s, tg_3s =  28.13 t/s
6.05.669.857 I slot print_timing: id  0 | task 9277 | n_decoded =    610, tg =  28.29 t/s, tg_3s =  28.29 t/s
6.08.692.755 I slot print_timing: id  0 | task 9277 | n_decoded =    695, tg =  28.27 t/s, tg_3s =  28.12 t/s
6.11.724.924 I slot print_timing: id  0 | task 9277 | n_decoded =    780, tg =  28.24 t/s, tg_3s =  28.03 t/s
6.14.742.440 I slot print_timing: id  0 | task 9277 | n_decoded =    865, tg =  28.24 t/s, tg_3s =  28.17 t/s
6.17.764.237 I slot print_timing: id  0 | task 9277 | n_decoded =    950, tg =  28.23 t/s, tg_3s =  28.13 t/s
6.20.795.836 I slot print_timing: id  0 | task 9277 | n_decoded =   1035, tg =  28.21 t/s, tg_3s =  28.04 t/s
6.23.820.766 I slot print_timing: id  0 | task 9277 | n_decoded =   1120, tg =  28.20 t/s, tg_3s =  28.10 t/s
6.26.844.326 I slot print_timing: id  0 | task 9277 | n_decoded =   1205, tg =  28.20 t/s, tg_3s =  28.11 t/s
6.29.867.925 I slot print_timing: id  0 | task 9277 | n_decoded =   1290, tg =  28.19 t/s, tg_3s =  28.11 t/s
6.32.892.620 I slot print_timing: id  0 | task 9277 | n_decoded =   1375, tg =  28.18 t/s, tg_3s =  28.10 t/s
6.35.917.905 I slot print_timing: id  0 | task 9277 | n_decoded =   1460, tg =  28.18 t/s, tg_3s =  28.10 t/s
6.38.942.569 I slot print_timing: id  0 | task 9277 | n_decoded =   1545, tg =  28.18 t/s, tg_3s =  28.10 t/s
6.41.943.137 I slot print_timing: id  0 | task 9277 | n_decoded =   1629, tg =  28.17 t/s, tg_3s =  27.99 t/s
6.44.976.636 I slot print_timing: id  0 | task 9277 | n_decoded =   1714, tg =  28.16 t/s, tg_3s =  28.02 t/s
6.48.002.173 I slot print_timing: id  0 | task 9277 | n_decoded =   1799, tg =  28.16 t/s, tg_3s =  28.09 t/s
6.51.007.342 I slot print_timing: id  0 | task 9277 | n_decoded =   1883, tg =  28.15 t/s, tg_3s =  27.95 t/s
6.54.014.876 I slot print_timing: id  0 | task 9277 | n_decoded =   1967, tg =  28.14 t/s, tg_3s =  27.93 t/s
6.57.040.351 I slot print_timing: id  0 | task 9277 | n_decoded =   2052, tg =  28.14 t/s, tg_3s =  28.09 t/s
7.00.072.345 I slot print_timing: id  0 | task 9277 | n_decoded =   2137, tg =  28.13 t/s, tg_3s =  28.03 t/s
7.03.074.788 I slot print_timing: id  0 | task 9277 | n_decoded =   2221, tg =  28.13 t/s, tg_3s =  27.98 t/s
7.06.098.251 I slot print_timing: id  0 | task 9277 | n_decoded =   2306, tg =  28.13 t/s, tg_3s =  28.11 t/s
7.09.126.248 I slot print_timing: id  0 | task 9277 | n_decoded =   2391, tg =  28.12 t/s, tg_3s =  28.07 t/s
7.12.136.343 I slot print_timing: id  0 | task 9277 | n_decoded =   2475, tg =  28.12 t/s, tg_3s =  27.91 t/s
7.15.167.302 I slot print_timing: id  0 | task 9277 | n_decoded =   2560, tg =  28.11 t/s, tg_3s =  28.04 t/s
7.18.191.001 I slot print_timing: id  0 | task 9277 | n_decoded =   2645, tg =  28.11 t/s, tg_3s =  28.11 t/s
7.21.193.524 I slot print_timing: id  0 | task 9277 | n_decoded =   2729, tg =  28.11 t/s, tg_3s =  27.98 t/s
7.24.228.283 I slot print_timing: id  0 | task 9277 | n_decoded =   2814, tg =  28.11 t/s, tg_3s =  28.01 t/s
7.27.256.399 I slot print_timing: id  0 | task 9277 | n_decoded =   2899, tg =  28.11 t/s, tg_3s =  28.07 t/s
7.30.265.544 I slot print_timing: id  0 | task 9277 | n_decoded =   2983, tg =  28.10 t/s, tg_3s =  27.91 t/s
7.33.269.540 I slot print_timing: id  0 | task 9277 | n_decoded =   3067, tg =  28.10 t/s, tg_3s =  27.96 t/s
7.33.448.352 I slot print_timing: id  0 | task 9277 | prompt eval time =     416.63 ms /    64 tokens (    6.51 ms per token,   153.61 tokens per second)
7.33.448.356 I slot print_timing: id  0 | task 9277 |        eval time =  109340.85 ms /  3072 tokens (   35.59 ms per token,    28.10 tokens per second)
7.33.448.357 I slot print_timing: id  0 | task 9277 |       total time =  109757.48 ms /  3136 tokens
7.33.448.357 I slot print_timing: id  0 | task 9277 |    graphs reused =      12283
7.33.448.520 I slot      release: id  0 | task 9277 | stop processing: n_tokens = 3177, truncated = 0
7.33.462.231 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.433 (> 0.100 thold), f_keep = 0.014
7.33.794.964 I slot launch_slot_: id  0 | task 12351 | processing task, is_child = 0
7.33.802.445 W slot   operator(): id  0 | task 12351 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
7.33.893.874 W slot   operator(): id  0 | task 12351 | created context checkpoint 3 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
7.34.022.253 W slot   operator(): id  0 | task 12351 | created context checkpoint 4 of 32 (pos_min = 99, pos_max = 99, n_tokens = 100, size = 149.626 MiB)
7.37.560.931 I slot print_timing: id  0 | task 12351 | n_decoded =    100, tg =  28.64 t/s, tg_3s =  28.64 t/s
7.40.569.809 I slot print_timing: id  0 | task 12351 | n_decoded =    185, tg =  28.46 t/s, tg_3s =  28.25 t/s
7.43.579.107 I slot print_timing: id  0 | task 12351 | n_decoded =    270, tg =  28.39 t/s, tg_3s =  28.25 t/s
7.46.586.088 I slot print_timing: id  0 | task 12351 | n_decoded =    355, tg =  28.36 t/s, tg_3s =  28.27 t/s
