0.00.044.381 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.044.979 W srv  llama_server: -----------------
0.00.044.981 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.044.981 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.044.981 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.044.981 W srv  llama_server: -----------------
0.00.046.239 I srv    load_model: loading model '/home/mark/Downloads/Qwen3.8-27B-AD-IQ2_S.gguf'
VMEAN tap: no live V layers — add disabled
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
0.05.316.309 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.316.334 W no implementations specified for speculative decoding
0.05.316.338 W no implementations specified for speculative decoding
0.05.316.338 W no implementations specified for speculative decoding
0.05.316.338 W no implementations specified for speculative decoding
0.05.330.388 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.05.330.424 I srv  llama_server: model loaded
0.05.330.429 I srv  llama_server: listening on http://127.0.0.1:8080
0.08.973.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
2.17.033.514 I slot print_timing: id  0 | task 3129 | n_decoded =    448, tg =  28.79 t/s, tg_3s =  28.69 t/s
2.20.064.580 I slot print_timing: id  0 | task 3129 | n_decoded =    535, tg =  28.78 t/s, tg_3s =  28.70 t/s
2.23.095.828 I slot print_timing: id  0 | task 3129 | n_decoded =    622, tg =  28.77 t/s, tg_3s =  28.70 t/s
2.26.100.797 I slot print_timing: id  0 | task 3129 | n_decoded =    708, tg =  28.75 t/s, tg_3s =  28.62 t/s
2.29.135.496 I slot print_timing: id  0 | task 3129 | n_decoded =    795, tg =  28.74 t/s, tg_3s =  28.67 t/s
2.32.135.752 I slot print_timing: id  0 | task 3129 | n_decoded =    881, tg =  28.73 t/s, tg_3s =  28.66 t/s
2.35.147.189 I slot print_timing: id  0 | task 3129 | n_decoded =    967, tg =  28.72 t/s, tg_3s =  28.56 t/s
2.38.149.452 I slot print_timing: id  0 | task 3129 | n_decoded =   1053, tg =  28.71 t/s, tg_3s =  28.65 t/s
2.41.152.460 I slot print_timing: id  0 | task 3129 | n_decoded =   1139, tg =  28.71 t/s, tg_3s =  28.64 t/s
2.44.166.229 I slot print_timing: id  0 | task 3129 | n_decoded =   1225, tg =  28.69 t/s, tg_3s =  28.54 t/s
2.47.177.179 I slot print_timing: id  0 | task 3129 | n_decoded =   1311, tg =  28.69 t/s, tg_3s =  28.56 t/s
2.50.186.940 I slot print_timing: id  0 | task 3129 | n_decoded =   1397, tg =  28.68 t/s, tg_3s =  28.57 t/s
2.53.204.611 I slot print_timing: id  0 | task 3129 | n_decoded =   1483, tg =  28.67 t/s, tg_3s =  28.50 t/s
2.56.214.574 I slot print_timing: id  0 | task 3129 | n_decoded =   1569, tg =  28.66 t/s, tg_3s =  28.57 t/s
2.59.224.430 I slot print_timing: id  0 | task 3129 | n_decoded =   1655, tg =  28.66 t/s, tg_3s =  28.57 t/s
3.02.242.343 I slot print_timing: id  0 | task 3129 | n_decoded =   1741, tg =  28.65 t/s, tg_3s =  28.50 t/s
3.05.251.290 I slot print_timing: id  0 | task 3129 | n_decoded =   1827, tg =  28.65 t/s, tg_3s =  28.58 t/s
3.08.260.640 I slot print_timing: id  0 | task 3129 | n_decoded =   1913, tg =  28.64 t/s, tg_3s =  28.58 t/s
3.11.278.701 I slot print_timing: id  0 | task 3129 | n_decoded =   1999, tg =  28.64 t/s, tg_3s =  28.50 t/s
3.14.292.701 I slot print_timing: id  0 | task 3129 | n_decoded =   2085, tg =  28.63 t/s, tg_3s =  28.53 t/s
3.17.305.827 I slot print_timing: id  0 | task 3129 | n_decoded =   2171, tg =  28.63 t/s, tg_3s =  28.54 t/s
3.20.325.700 I slot print_timing: id  0 | task 3129 | n_decoded =   2257, tg =  28.62 t/s, tg_3s =  28.48 t/s
3.23.339.493 I slot print_timing: id  0 | task 3129 | n_decoded =   2343, tg =  28.62 t/s, tg_3s =  28.54 t/s
3.26.352.501 I slot print_timing: id  0 | task 3129 | n_decoded =   2429, tg =  28.62 t/s, tg_3s =  28.54 t/s
3.29.374.002 I slot print_timing: id  0 | task 3129 | n_decoded =   2515, tg =  28.61 t/s, tg_3s =  28.46 t/s
3.32.388.425 I slot print_timing: id  0 | task 3129 | n_decoded =   2601, tg =  28.61 t/s, tg_3s =  28.53 t/s
3.35.404.240 I slot print_timing: id  0 | task 3129 | n_decoded =   2687, tg =  28.61 t/s, tg_3s =  28.52 t/s
3.38.427.482 I slot print_timing: id  0 | task 3129 | n_decoded =   2773, tg =  28.60 t/s, tg_3s =  28.45 t/s
3.41.445.279 I slot print_timing: id  0 | task 3129 | n_decoded =   2859, tg =  28.60 t/s, tg_3s =  28.50 t/s
3.44.464.035 I slot print_timing: id  0 | task 3129 | n_decoded =   2945, tg =  28.60 t/s, tg_3s =  28.49 t/s
3.47.487.390 I slot print_timing: id  0 | task 3129 | n_decoded =   3031, tg =  28.59 t/s, tg_3s =  28.45 t/s
3.48.925.957 I slot print_timing: id  0 | task 3129 | prompt eval time =     269.16 ms /    58 tokens (    4.64 ms per token,   215.49 tokens per second)
3.48.925.961 I slot print_timing: id  0 | task 3129 |        eval time =  107451.88 ms /  3072 tokens (   34.98 ms per token,    28.59 tokens per second)
3.48.925.961 I slot print_timing: id  0 | task 3129 |       total time =  107721.04 ms /  3130 tokens
3.48.925.962 I slot print_timing: id  0 | task 3129 |    graphs reused =       6167
3.48.925.986 I slot      release: id  0 | task 3129 | stop processing: n_tokens = 3171, truncated = 0
3.48.945.591 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.464 (> 0.100 thold), f_keep = 0.014
3.49.348.905 I slot launch_slot_: id  0 | task 6203 | processing task, is_child = 0
3.49.356.403 W slot   operator(): id  0 | task 6203 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
3.49.441.399 W slot   operator(): id  0 | task 6203 | created context checkpoint 4 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
3.49.562.453 W slot   operator(): id  0 | task 6203 | created context checkpoint 5 of 32 (pos_min = 92, pos_max = 92, n_tokens = 93, size = 149.626 MiB)
3.53.046.753 I slot print_timing: id  0 | task 6203 | n_decoded =    100, tg =  29.09 t/s, tg_3s =  29.09 t/s
3.56.047.960 I slot print_timing: id  0 | task 6203 | n_decoded =    186, tg =  28.89 t/s, tg_3s =  28.66 t/s
3.59.077.739 I slot print_timing: id  0 | task 6203 | n_decoded =    273, tg =  28.83 t/s, tg_3s =  28.71 t/s
4.02.105.791 I slot print_timing: id  0 | task 6203 | n_decoded =    360, tg =  28.81 t/s, tg_3s =  28.73 t/s
4.05.111.309 I slot print_timing: id  0 | task 6203 | n_decoded =    446, tg =  28.77 t/s, tg_3s =  28.61 t/s
4.08.118.633 I slot print_timing: id  0 | task 6203 | n_decoded =    532, tg =  28.74 t/s, tg_3s =  28.60 t/s
4.11.148.913 I slot print_timing: id  0 | task 6203 | n_decoded =    619, tg =  28.74 t/s, tg_3s =  28.71 t/s
4.14.154.597 I slot print_timing: id  0 | task 6203 | n_decoded =    705, tg =  28.72 t/s, tg_3s =  28.61 t/s
4.17.155.928 I slot print_timing: id  0 | task 6203 | n_decoded =    791, tg =  28.71 t/s, tg_3s =  28.65 t/s
4.20.158.387 I slot print_timing: id  0 | task 6203 | n_decoded =    877, tg =  28.71 t/s, tg_3s =  28.64 t/s
4.23.168.271 I slot print_timing: id  0 | task 6203 | n_decoded =    963, tg =  28.70 t/s, tg_3s =  28.57 t/s
4.26.172.684 I slot print_timing: id  0 | task 6203 | n_decoded =   1049, tg =  28.69 t/s, tg_3s =  28.62 t/s
4.29.177.284 I slot print_timing: id  0 | task 6203 | n_decoded =   1135, tg =  28.68 t/s, tg_3s =  28.62 t/s
4.32.191.874 I slot print_timing: id  0 | task 6203 | n_decoded =   1221, tg =  28.67 t/s, tg_3s =  28.53 t/s
4.35.206.441 I slot print_timing: id  0 | task 6203 | n_decoded =   1307, tg =  28.66 t/s, tg_3s =  28.53 t/s
4.38.217.145 I slot print_timing: id  0 | task 6203 | n_decoded =   1393, tg =  28.66 t/s, tg_3s =  28.56 t/s
4.41.236.709 I slot print_timing: id  0 | task 6203 | n_decoded =   1479, tg =  28.65 t/s, tg_3s =  28.48 t/s
4.44.246.633 I slot print_timing: id  0 | task 6203 | n_decoded =   1565, tg =  28.64 t/s, tg_3s =  28.57 t/s
4.47.256.076 I slot print_timing: id  0 | task 6203 | n_decoded =   1651, tg =  28.64 t/s, tg_3s =  28.58 t/s
4.50.272.110 I slot print_timing: id  0 | task 6203 | n_decoded =   1737, tg =  28.63 t/s, tg_3s =  28.51 t/s
4.53.281.610 I slot print_timing: id  0 | task 6203 | n_decoded =   1823, tg =  28.63 t/s, tg_3s =  28.58 t/s
4.56.291.426 I slot print_timing: id  0 | task 6203 | n_decoded =   1909, tg =  28.63 t/s, tg_3s =  28.57 t/s
4.59.311.829 I slot print_timing: id  0 | task 6203 | n_decoded =   1995, tg =  28.62 t/s, tg_3s =  28.47 t/s
5.02.329.824 I slot print_timing: id  0 | task 6203 | n_decoded =   2081, tg =  28.62 t/s, tg_3s =  28.50 t/s
5.05.344.964 I slot print_timing: id  0 | task 6203 | n_decoded =   2167, tg =  28.61 t/s, tg_3s =  28.52 t/s
5.08.367.975 I slot print_timing: id  0 | task 6203 | n_decoded =   2253, tg =  28.61 t/s, tg_3s =  28.45 t/s
5.11.383.361 I slot print_timing: id  0 | task 6203 | n_decoded =   2339, tg =  28.60 t/s, tg_3s =  28.52 t/s
5.14.396.753 I slot print_timing: id  0 | task 6203 | n_decoded =   2425, tg =  28.60 t/s, tg_3s =  28.54 t/s
5.17.418.202 I slot print_timing: id  0 | task 6203 | n_decoded =   2511, tg =  28.60 t/s, tg_3s =  28.46 t/s
5.20.432.917 I slot print_timing: id  0 | task 6203 | n_decoded =   2597, tg =  28.59 t/s, tg_3s =  28.53 t/s
5.23.448.714 I slot print_timing: id  0 | task 6203 | n_decoded =   2683, tg =  28.59 t/s, tg_3s =  28.52 t/s
5.26.475.674 I slot print_timing: id  0 | task 6203 | n_decoded =   2769, tg =  28.59 t/s, tg_3s =  28.41 t/s
5.29.497.553 I slot print_timing: id  0 | task 6203 | n_decoded =   2855, tg =  28.58 t/s, tg_3s =  28.46 t/s
5.32.517.820 I slot print_timing: id  0 | task 6203 | n_decoded =   2941, tg =  28.58 t/s, tg_3s =  28.47 t/s
5.35.545.294 I slot print_timing: id  0 | task 6203 | n_decoded =   3027, tg =  28.57 t/s, tg_3s =  28.41 t/s
5.37.124.091 I slot print_timing: id  0 | task 6203 | prompt eval time =     259.79 ms /    55 tokens (    4.72 ms per token,   211.71 tokens per second)
5.37.124.094 I slot print_timing: id  0 | task 6203 |        eval time =  107515.36 ms /  3072 tokens (   35.00 ms per token,    28.57 tokens per second)
5.37.124.094 I slot print_timing: id  0 | task 6203 |       total time =  107775.15 ms /  3127 tokens
5.37.124.095 I slot print_timing: id  0 | task 6203 |    graphs reused =       9225
5.37.124.120 I slot      release: id  0 | task 6203 | stop processing: n_tokens = 3168, truncated = 0
5.37.136.600 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.425 (> 0.100 thold), f_keep = 0.014
5.37.667.721 I slot launch_slot_: id  0 | task 9277 | processing task, is_child = 0
5.37.683.712 W slot   operator(): id  0 | task 9277 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
5.37.767.260 W slot   operator(): id  0 | task 9277 | created context checkpoint 2 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
5.37.884.776 W slot   operator(): id  0 | task 9277 | created context checkpoint 3 of 32 (pos_min = 101, pos_max = 101, n_tokens = 102, size = 149.626 MiB)
5.41.371.904 I slot print_timing: id  0 | task 9277 | n_decoded =    100, tg =  29.06 t/s, tg_3s =  29.06 t/s
5.44.405.693 I slot print_timing: id  0 | task 9277 | n_decoded =    187, tg =  28.88 t/s, tg_3s =  28.68 t/s
5.47.435.992 I slot print_timing: id  0 | task 9277 | n_decoded =    274, tg =  28.83 t/s, tg_3s =  28.71 t/s
5.50.465.802 I slot print_timing: id  0 | task 9277 | n_decoded =    361, tg =  28.80 t/s, tg_3s =  28.71 t/s
5.53.469.985 I slot print_timing: id  0 | task 9277 | n_decoded =    447, tg =  28.77 t/s, tg_3s =  28.63 t/s
5.56.504.857 I slot print_timing: id  0 | task 9277 | n_decoded =    534, tg =  28.75 t/s, tg_3s =  28.67 t/s
5.59.506.292 I slot print_timing: id  0 | task 9277 | n_decoded =    620, tg =  28.74 t/s, tg_3s =  28.65 t/s
6.02.516.008 I slot print_timing: id  0 | task 9277 | n_decoded =    706, tg =  28.72 t/s, tg_3s =  28.57 t/s
6.05.522.960 I slot print_timing: id  0 | task 9277 | n_decoded =    792, tg =  28.70 t/s, tg_3s =  28.60 t/s
6.08.527.688 I slot print_timing: id  0 | task 9277 | n_decoded =    878, tg =  28.70 t/s, tg_3s =  28.62 t/s
6.11.541.209 I slot print_timing: id  0 | task 9277 | n_decoded =    964, tg =  28.68 t/s, tg_3s =  28.54 t/s
6.14.549.212 I slot print_timing: id  0 | task 9277 | n_decoded =   1050, tg =  28.67 t/s, tg_3s =  28.59 t/s
6.17.555.937 I slot print_timing: id  0 | task 9277 | n_decoded =   1136, tg =  28.67 t/s, tg_3s =  28.60 t/s
6.20.574.860 I slot print_timing: id  0 | task 9277 | n_decoded =   1222, tg =  28.66 t/s, tg_3s =  28.49 t/s
6.23.591.364 I slot print_timing: id  0 | task 9277 | n_decoded =   1308, tg =  28.65 t/s, tg_3s =  28.51 t/s
6.26.604.828 I slot print_timing: id  0 | task 9277 | n_decoded =   1394, tg =  28.64 t/s, tg_3s =  28.54 t/s
6.29.626.864 I slot print_timing: id  0 | task 9277 | n_decoded =   1480, tg =  28.63 t/s, tg_3s =  28.46 t/s
6.32.640.509 I slot print_timing: id  0 | task 9277 | n_decoded =   1566, tg =  28.62 t/s, tg_3s =  28.54 t/s
6.35.656.366 I slot print_timing: id  0 | task 9277 | n_decoded =   1652, tg =  28.62 t/s, tg_3s =  28.52 t/s
6.38.678.052 I slot print_timing: id  0 | task 9277 | n_decoded =   1738, tg =  28.61 t/s, tg_3s =  28.46 t/s
6.41.690.268 I slot print_timing: id  0 | task 9277 | n_decoded =   1824, tg =  28.61 t/s, tg_3s =  28.55 t/s
6.44.703.260 I slot print_timing: id  0 | task 9277 | n_decoded =   1910, tg =  28.60 t/s, tg_3s =  28.54 t/s
6.47.727.667 I slot print_timing: id  0 | task 9277 | n_decoded =   1996, tg =  28.60 t/s, tg_3s =  28.44 t/s
6.50.745.669 I slot print_timing: id  0 | task 9277 | n_decoded =   2082, tg =  28.59 t/s, tg_3s =  28.50 t/s
6.53.765.373 I slot print_timing: id  0 | task 9277 | n_decoded =   2168, tg =  28.59 t/s, tg_3s =  28.48 t/s
6.56.789.983 I slot print_timing: id  0 | task 9277 | n_decoded =   2254, tg =  28.58 t/s, tg_3s =  28.43 t/s
6.59.808.139 I slot print_timing: id  0 | task 9277 | n_decoded =   2340, tg =  28.58 t/s, tg_3s =  28.49 t/s
7.02.826.261 I slot print_timing: id  0 | task 9277 | n_decoded =   2426, tg =  28.58 t/s, tg_3s =  28.49 t/s
7.05.851.930 I slot print_timing: id  0 | task 9277 | n_decoded =   2512, tg =  28.57 t/s, tg_3s =  28.42 t/s
7.08.870.728 I slot print_timing: id  0 | task 9277 | n_decoded =   2598, tg =  28.57 t/s, tg_3s =  28.49 t/s
7.11.889.210 I slot print_timing: id  0 | task 9277 | n_decoded =   2684, tg =  28.57 t/s, tg_3s =  28.49 t/s
7.14.918.382 I slot print_timing: id  0 | task 9277 | n_decoded =   2770, tg =  28.56 t/s, tg_3s =  28.39 t/s
7.17.941.097 I slot print_timing: id  0 | task 9277 | n_decoded =   2856, tg =  28.56 t/s, tg_3s =  28.45 t/s
7.20.964.071 I slot print_timing: id  0 | task 9277 | n_decoded =   2942, tg =  28.55 t/s, tg_3s =  28.45 t/s
7.23.990.976 I slot print_timing: id  0 | task 9277 | n_decoded =   3028, tg =  28.55 t/s, tg_3s =  28.41 t/s
7.25.534.671 I slot print_timing: id  0 | task 9277 | prompt eval time =     263.17 ms /    64 tokens (    4.11 ms per token,   243.19 tokens per second)
7.25.534.677 I slot print_timing: id  0 | task 9277 |        eval time =  107603.75 ms /  3072 tokens (   35.03 ms per token,    28.55 tokens per second)
7.25.534.678 I slot print_timing: id  0 | task 9277 |       total time =  107866.92 ms /  3136 tokens
7.25.534.679 I slot print_timing: id  0 | task 9277 |    graphs reused =      12283
7.25.534.709 I slot      release: id  0 | task 9277 | stop processing: n_tokens = 3177, truncated = 0
7.25.547.356 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.433 (> 0.100 thold), f_keep = 0.014
7.25.899.252 I slot launch_slot_: id  0 | task 12351 | processing task, is_child = 0
7.25.906.608 W slot   operator(): id  0 | task 12351 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
7.25.993.811 W slot   operator(): id  0 | task 12351 | created context checkpoint 3 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
7.26.115.505 W slot   operator(): id  0 | task 12351 | created context checkpoint 4 of 32 (pos_min = 99, pos_max = 99, n_tokens = 100, size = 149.626 MiB)
7.29.608.658 I slot print_timing: id  0 | task 12351 | n_decoded =    100, tg =  29.02 t/s, tg_3s =  29.02 t/s
7.32.610.358 I slot print_timing: id  0 | task 12351 | n_decoded =    186, tg =  28.85 t/s, tg_3s =  28.65 t/s
7.35.644.347 I slot print_timing: id  0 | task 12351 | n_decoded =    273, tg =  28.79 t/s, tg_3s =  28.68 t/s
7.38.677.216 I slot print_timing: id  0 | task 12351 | n_decoded =    360, tg =  28.77 t/s, tg_3s =  28.69 t/s
7.41.686.221 I slot print_timing: id  0 | task 12351 | n_decoded =    446, tg =  28.73 t/s, tg_3s =  28.58 t/s
7.44.689.298 I slot print_timing: id  0 | task 12351 | n_decoded =    532, tg =  28.71 t/s, tg_3s =  28.64 t/s
7.47.692.872 I slot print_timing: id  0 | task 12351 | n_decoded =    618, tg =  28.70 t/s, tg_3s =  28.63 t/s
7.50.705.157 I slot print_timing: id  0 | task 12351 | n_decoded =    704, tg =  28.68 t/s, tg_3s =  28.55 t/s
